question_norm,count
sinh viên được miễn thi kết thúc môn học giáo dục quốc phòng và an ninh trong chương trình đào tạo trình độ cao đẳng khi thuộc trường hợp nào?,2
thủ tục đăng ký xe mới từ 15/8/2023 ra sao?,2
xác định giá thuê nhà ở sinh viên phải đảm bảo các nguyên tắc nào?,2
ai sẽ có thẩm quyền giải quyết khiếu nại về thi hành án dân sự?,2
công ty mẹ có trách nhiệm lập báo cáo tài chính hợp nhất của cả tập đoàn khi kết thúc kỳ kế toán như thế nào?,2
nguyên tắc hợp tác quốc tế trong phòng thủ dân sự được quy định như thế nào?,2
lệ phí thực hiện thủ tục đề nghị cấp giấy phép vận tải đường bộ quốc tế giữa việt nam và lào là bao nhiêu?,2
"mức trích kinh phí tổ chức thực hiện bồi thường, tái định cư đối với dự án cưỡng chế thu hồi đất theo quyết định của cơ quan nhà nước như thế nào?",2
mức giảm trừ gia cảnh dành cho người phụ thuộc hiện nay là bao nhiêu?,2
đối tượng nào được áp dụng hỗ trợ học tập đối với dân tộc thiểu số rất ít người?,2
quyền của chủ sở hữu nhà ở và người sử dụng nhà ở được quy định như thế nào?,2
những trường hợp chấm dứt hợp đồng lao động theo quy định hiện nay?,2
hiến tạng là gì?,2
các khoản thu nhập chịu thuế thu nhập cá nhân,2
"tư cách hợp lệ của nhà thầu, nhà đầu tư được quy định như thế nào?",2
cảnh sát giao thông khi dừng xe của người dân để kiểm tra phải bảo đảm các yêu cầu gì?,2
học viên tốt nghiệp đào tạo sĩ quan dự bị thì được phong quân hàm gì?,2
công ty chứng khoán bị thu hồi quyết định chấp thuận cung cấp dịch vụ giao dịch chứng khoán trực tuyến khi nào?,2
nguyên tắc thực hiện tinh giản biên chế là gì?,2
trường hợp công chức nghỉ chế độ thai sản thì kết quả xếp loại chất lượng trong năm được xác định như thế nào?,2
đặc xá là gì?,2
thủ tục hòa giải đối với trường hợp lối đi chung bị lấp được thực hiện như thế nào?,2
bí mật kinh doanh được bảo hộ cần những điều kiện gì?,2
nếp sống văn minh trong việc tổ chức lễ cưới tại gia đình hoặc tại địa điểm cưới phải thực hiện các quy định nào?,2
trường hợp nào không bắt buộc phải sử dụng dịch vụ hoa tiêu hàng hải?,2
quỹ hỗ trợ phát triển sinh kế vì cộng đồng được thành lập nhằm mục đích gì?,2
nguồn vốn cho vay và cơ chế cấp bù lãi suất như thế nào?,2
nguyên tắc hoạt động hợp tác quốc tế trong lĩnh vực quân y ra sao?,2
"miễn phí sử dụng vắc xin, sinh phẩm y tế bắt buộc trong các trường hợp nào?",2
mức tiền thanh toán trực tiếp được tổ chức bảo hiểm y tế chi trả là bao nhiêu?,2
hồ sơ giải thể doanh nghiệp tư nhân gồm những gì?,2
"chính sách của nhà nước về quyền tác giả, quyền liên quan theo quy định mới ra sao?",2
"để quản lý chất lượng khí, thương nhân nhập khẩu khí cần thực hiện những yêu cầu gì?",2
nguồn vốn để đầu tư gián tiếp ra nước ngoài được quy định thế nào?,2
những hàng hóa nào không được kinh doanh theo phương thức đa cấp?,2
chứng thực bản sao điện tử từ bản chính là gì?,2
có được khấu trừ tiền lương mà không thông báo cho người lao động không?,2
thời hạn của giấy phép lao động đối với người nước ngoài là trong bao lâu?,2
thời điểm người bào chữa tham gia tố tụng,2
"mỗi người chỉ được đăng ký dự tuyển vào một vị trí công chức ở một xã, thị trấn?",2
ai là người chủ trì kỳ họp quốc hội?,2
chủ tịch hội đồng quản trị tổng công ty cao su việt nam có được kiêm nhiệm chức vụ tổng giám đốc tổng công ty không?,2
người có thẩm quyền giải quyết khiếu nại thi hành án dân sự có quyền và nghĩa vụ thế nào?,2
quy định hiện nay về trao tặng huy hiệu đảng ra sao?,2
hồ sơ đăng ký chào bán cổ phiếu lần đầu ra công chúng của công ty cổ phần gồm những giấy tờ nào?,2
hồ sơ đề nghị chỉnh sửa bằng tốt nghiệp cao đẳng cần chuẩn bị những giấy tờ gì?,2
quyết định đơn phương miễn thị thực cần đáp ứng điều kiện gì?,2
nguyên tắc điều trị bệnh sốt rét như thế nào?,2
trưởng ban công tác đại biểu là người chịu trách nhiệm trước ủy ban thường vụ quốc hội về việc gì?,2
các nguyên tắc về tốc độ khi tham gia giao thông đường bộ được quy định như thế nào?,2
tai nạn lao động có được áp dụng cho trường hợp người lao động bị đột quỵ tại nơi làm việc không?,2
"hóa đơn sai tên, địa chỉ người mua thì có cần phải lập hóa đơn mới không?",2
thủ tục đăng ký tạm trú được quy định như thế nào?,2
quy trình đánh giá tổ chức kiểm định chất lượng giáo dục ra sao?,2
"nguyên tắc thực hiện các chính sách nhà nước đối với tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã ra sao?",2
bảo hộ quyền đối với giống cây trồng như thế nào?,2
biện pháp khắc phục hậu quả ra sao?,2
"thủ tục khám bệnh, chữa bệnh bảo hiểm y tế được pháp luật quy định như thế nào?",2
"thủ trưởng cơ quan thi hành án dân sự phải ra quyết định thành lập hội đồng tiêu huỷ vật chứng, tài sản trong thời hạn bao lâu?",2
bí mật nhà nước độ mật là gì?,2
"khối lượng kiến thức, thời gian và nội dung đào tạo bổ sung đối với ngành y học cổ truyền như thế nào?",2
khi tiến hành kiểm soát cảnh sát giao thông có phải thông báo cho người điều khiển phương tiện giao thông không?,2
"điều kiện chung về bảo đảm an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh thực phẩm",2
tảo hôn là gì?,2
thủ tục xin cấp giấy phép hoạt động ngân hàng mô được pháp luật quy định như thế nào?,2
nghĩa vụ của quỹ ngôi nhà cộng đồng là gì?,2
doanh nghiệp không nộp báo cáo tài chính năm có thể bị xử phạt bao nhiêu tiền?,2
giám đốc quỹ hỗ trợ phát triển du lịch có những quyền hạn và trách nhiệm gì?,2
hợp đồng mua bán nhà ở xã hội được quy định như thế nào?,2
như thế nào là một di chúc hợp pháp?,2
"vị trí việc làm trong tổ chức khoa học và công nghệ công lập được xác định dựa trên nguyên tắc, căn cứ nào?",2
nội dung quy trình vận hành khai thác công trình đường bộ phải bảo đảm bao quát những quy định nào?,2
nhiệm vụ của hiệp hội cao su việt nam được quy định thế nào?,2
xe cơ giới là gì?,2
giấy chứng nhận trinh sát viên của cảnh sát biển việt nam có thời hạn sử dụng bao nhiêu năm?,2
tuổi nghỉ hưu của người lao động hiện nay trong điều kiện bình thường là bao nhiêu?,2
"nhiệm vụ của cảnh sát giao thông trong tuần tra, kiểm soát giao thông tại thông tư 32/2023/tt-bca là gì?",2
mức đóng bảo hiểm xã hội tự nguyện được quy định ra sao?,2
quy tắc giao thông đường bộ được quy định thế nào?,2
nghị định 55/2023/nđ-cp về trợ cấp người có công được áp dụng từ ngày nào?,2
chế độ nghỉ hưu đối với chủ tịch hội đồng nhân dân cấp xã từ ngày 01/8/2023 được quy định như thế nào?,2
kế hoạch cưỡng chế thi hành án dân sự được quy định ra sao?,2
muốn hưởng chính sách hỗ trợ về nhà ở xã hội cần phải đạt điều kiện gì?,2
điều kiện chuyển nhượng quyền sử dụng đất?,2
ủy ban quốc phòng và an ninh có nhiệm vụ và quyền hạn như thế nào?,2
người bệnh từ cơ sở điều trị methadone đến cơ sở cấp phát thuốc methadone phải đáp ứng các điều kiện gì?,2
"nhiệm vụ, quyền hạn của chủ tịch ubnd xã ra sao?",2
tổ chức đảng vi phạm là gì?,2
điều kiện để hộ kinh doanh được cấp giấy chứng nhận đăng ký hộ kinh doanh là gì?,2
văn phòng thừa phát lại được quy định như thế nào?,2
quyền của du học sinh học bổng ngân sách nhà nước là gì?,2
"địa điểm để thử nghiệm pháo hoa, pháo hoa nổ ở đâu?",2
"trách nhiệm của thành viên cấp uỷ, tổ chức đảng, tập thể lãnh đạo trong phòng chống tham nhũng công tác cán bộ ra sao?",2
tem bưu chính nước ngoài là gì?,2
nhóm đối tượng sinh viên nào được giảm học phí năm học 2023-2024?,2
thời hạn cấp giấy xác nhận về việc thay đổi nội dung đăng ký doanh nghiệp?,2
quy định về nhóm tham gia bảo hiểm y tế theo hộ gia đình?,2
thẩm quyền cấp giấy xác nhận tình trạng hôn nhân theo quy định pháp luật,2
trưởng ban tổ chức lễ tang thượng tướng quân đội nguyên thứ trưởng bộ quốc phòng là ai?,2
"ủy ban nhân dân cấp tỉnh có trách nhiệm gì trong việc phối hợp kết nối, chia sẻ thông tin, dữ liệu giữa các cơ sở dữ liệu tài nguyên và môi trường?",2
trình tự thực hiện đổi giấy phép lái xe được quy định như thế nào?,2
trình tự thủ tục chuyển giao quyền đại diện chủ sở hữu vốn nhà nước tại doanh nghiệp là như thế nào?,2
các khóa đã tuyển sinh chương trình đào tạo chất lượng cao theo thông tư 23/2014/tt-bgdđt tiếp tục thực hiện đến khi nào?,2
xác định điểm đen tai nạn giao thông đường bộ dựa trên các tiêu chí nào?,2
"hợp đồng bồi thường, hỗ trợ, tái định cư được ứng kinh phí trong trường hợp nào?",2
thanh tra bộ thông tin và truyền thông có con dấu và tài khoản riêng không?,2
quyền hạn của hiệp hội các trường cao đẳng nghề nghiệp ngoài công lập việt nam là gì?,2
người phiên dịch là ai?,2
hệ thống công trình phụ trợ trong hầm đường bộ đô thị phải đảm bảo những yêu cầu nào?,2
các gói thầu đã phê duyệt kế hoạch lựa chọn nhà thầu trước ngày 1/7/2023 thì có tiếp tục thực hiện không?,2
hội đồng thẩm định mua hiện vật có chức năng và nhiệm vụ gì?,2
thỏa thuận trọng tài không chỉ rõ tổ chức trọng tài cụ thể được chọn để giải quyết tranh chấp thì xử lý như thế nào?,2
chứng thực chữ ký là gì?,2
"hội đồng nhân dân thành phố hồ chí minh có nhiệm vụ, quyền hạn như thế nào?",2
nhà đầu tư nước ngoài là gì?,2
"trình tự, thủ tục cấp giấy phép hoạt động cho thuê lại lao động như thế nào?",2
thời hiệu xử lý kỷ luật đối với đảng viên được quy định như thế nào?,2
báo cáo đề xuất chủ trương đầu tư dự án nhóm c phải có những nội dung nào?,2
nguyên tắc xử lý hành vi phạm tội do pháp nhân thương mại thực hiện,2
công ty trách nhiệm hữu hạn một thành viên là gì?,2
nhiệm vụ của hội răng hàm mặt việt nam là gì?,2
"hội đồng quản lý trong đơn vị sự nghiệp công lập thuộc lĩnh vực văn hóa, gia đình, thể thao và du lịch có vị trí và chức năng gì?",2
mức hưởng trợ cấp thất nghiệp là bao nhiêu?,2
mức phụ cấp đặc thù đối với chức danh thẩm tra viên tòa án quân sự trung ương là bao nhiêu hiện nay?,2
thủ tục đăng ký hiến tạng,2
thông tư 24/2023/tt-bca về biển số xe cơ giới chính thức áp dụng từ ngày nào?,2
có thể truy cứu trách nhiệm hình sự đối với hành vi lấn chiếm đất đai?,2
"thực hiện dân chủ trong công tác phòng cháy, chữa cháy và cứu nạn, cứu hộ nhằm mục đích gì?",2
giáo viên tiểu học phải đáp ứng những điều kiện gì để được thực hiện nâng trình độ chuẩn được đào tạo?,2
"thời gian thực hiện chương trình chuyển đổi số trong xây dựng nông thôn mới, hướng tới nông thôn mới thông minh là trong bao lâu?",2
thời hiệu xử phạt hành chính về hóa đơn là bao nhiêu năm?,2
viện trưởng là người đại diện theo pháp luật của viện quy hoạch đô thị và nông thôn quốc gia đúng không?,2
quỹ tín dụng nhân dân được tổ chức dưới hình thức hợp tác xã có phải là tổ chức tín dụng không?,2
"trình tự, thủ tục cấp đổi chứng chỉ thẩm tra viên an toàn giao thông đường bộ được quy định như thế nào?",2
cục quản lý chất lượng có trách nhiệm như thế nào trong việc đánh giá chất lượng đối với các chương trình đào tạo từ xa?,2
chứng thực là gì? người nào có thẩm quyền thực hiện chứng thực?,2
điểm kinh doanh casino phải đáp ứng những điều kiện nào?,2
thế chấp quyền sử dụng đất có phải đăng ký giao dịch bảo đảm hay không?,2
doanh nghiệp xã hội là gì?,2
nhiệm vụ và quyền của nhà giáo quy định ra sao?,2
người có nhu cầu nhập cảnh qua cổng kiểm soát tự động phải thực hiện thủ tục đăng ký như thế nào?,2
đăng kiểm viên tàu biển có quyền hạn như thế nào?,2
tổ chức được đứng tên công bố tiêu chuẩn áp dụng hoặc đăng ký lưu hành phải đáp ứng điều kiện nào?,2
chữ ký điện tử là gì?,2
"phổ biến, giáo dục pháp luật trong ngành giao thông vận tải theo hình thức nào?",2
hồ sơ vụ tai nạn giao thông đường thủy nội địa trong hệ thống cơ sở dữ liệu tai nạn giao thông sai sót về thông tin muốn xóa thì cần làm gì?,2
người đang hưởng lương hưu chuyển đến tỉnh khác ở thì có được đề nghị hưởng bảo hiểm xã hội ở nơi cư trú mới không?,2
bí mật nhà nước độ tối mật là gì?,2
phó trưởng ban thanh tra nhân dân cơ quan bộ công thương có trách nhiệm như thế nào?,2
hợp nhất công ty là gì?,2
cơ quan nào có quyền quyết định việc tổng rà soát hệ thống văn bản quy phạm pháp luật?,2
nguyên nhân dẫn đến điểm đen tai nạn giao thông đường bộ được phân tích và xác định như thế nào?,2
đối tượng hưởng trợ cấp hằng tháng người khuyết tật gồm có những ai?,2
hình thức thông qua nghị quyết đại hội đồng cổ đông được quy định thế nào?,2
thế nào là tạm trú?,2
hồ sơ đề nghị xác nhận nội dung quảng cáo mỹ phẩm gồm có những giấy tờ gì?,2
thành viên giao dịch đặc biệt bị hủy bỏ tư cách thành viên khi nào?,2
"dựa vào đâu để lập, thẩm định, quyết định đầu tư chương trình, dự án?",2
trách nhiệm của người đại diện theo pháp luật của doanh nghiệp là gì?,2
trong thời hạn bao lâu sẽ tiếp nhận và xử lý hồ sơ đăng ký chứng nhận an toàn dịch bệnh?,2
giá gói thầu mua sắm hàng hóa và cung cấp dịch vụ thuộc lĩnh vực trang thiết bị y tế được xác định theo phương pháp nào?,2
phó viện trưởng viện kiểm sát nhân dân tối cao do ai bổ nhiệm?,2
thẻ công chức thanh tra chuyên ngành công thương bị thu hồi trong những trường hợp nào?,2
cơ quan nhà nước cấp bộ tổ chức ngày hưởng ứng phải tuân theo những yêu cầu nào?,2
thủ tục đăng ký kết hôn được pháp luật quy định như thế nào?,2
thủ tục đăng ký thường trú được quy định như thế nào?,2
"hành vi nào bị nghiêm cấm trong phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (hiv/aids)?",2
thế nào là vi phạm hành chính?,2
khái niệm về bảo hiểm y tế,2
đơn vị nào có nhiệm vụ kiểm tra phiếu đăng ký dự tuyển công chức vào làm việc trong các đơn vị thuộc thanh tra chính phủ?,2
đối tượng nào được cho vay vốn ưu đãi để mua nhà ở xã hội?,2
hội đồng thẩm định chương trình đào tạo của trường trung cấp nghề có ít nhất bao nhiêu người?,2
hội đồng quản trị bảo hiểm tiền gửi việt nam có bao nhiêu thành viên?,2
để đề nghị xét duyệt bổ sung hộ nghèo thực hiện như thế nào?,2
hồ sơ công bố đáp ứng tiêu chuẩn bào chế thuốc cổ truyền bao gồm những giấy tờ gì?,2
làm việc trong kỳ nghỉ lễ quốc khánh 2/9 được hưởng thêm bao nhiêu tiền?,2
hiệu lực của quyết định xử lý kỷ luật đảng viên vi phạm quy định như thế nào?,2
nhà ở công vụ trong công an nhân dân là gì?,2
thời gian sử dụng và tỷ lệ hao mòn tài sản cố định được xác định như thế nào?,2
doanh nghiệp có thuộc đối tượng đăng ký thuế không?,2
cán bộ sau luân chuyển được bố trí trở lại chức vụ đã đảm nhiệm trước khi luân chuyển trong trường hợp nào?,2
"chánh thanh tra sở văn hóa, thể thao và du lịch có thẩm quyền xử phạt thương nhân kinh doanh khách sạn không bảo đảm tiêu chuẩn phòng hội nghị, hội thảo, phòng họp theo từng hạng sao không?",2
liên đoàn thương mại và công nghiệp việt nam có nhiệm vụ như thế nào?,2
hồ sơ đề nghị cấp giấy phép tiến hành công việc bức xạ có những quy định chung nào?,2
phiên tòa trực tuyến là gì?,2
hồ sơ cho việc đăng ký thường trú bao gồm những giấy tờ nào?,2
thời gian học lý thuyết và thời gian thực hành trong chương trình đào tạo của trường trung cấp nghề phải đảm bảo tỷ lệ như thế nào?,2
tổng giám đốc sở giao dịch chứng khoán việt nam do ai bổ nhiệm?,2
cơ quan nào có thẩm quyền cấp chứng chỉ năng lực hoạt động xây dựng?,2
những địa điểm tổ chức tiêm vắc xin covid-19 cho trẻ từ 5 đến dưới 12 tuổi ở đâu?,2
"việc khai, nộp chứng từ chứng nhận xuất xứ hàng hóa xuất khẩu được quy định ra sao?",2
hồ sơ thực hiện đổi giấy phép lái xe của nước ngoài gồm những giấy tờ gì?,2
mức xử phạt vi phạm hành chính đối với công ty khi vi phạm quy định về ngày nghỉ hằng năm của người lao động được quy định như thế nào?,2
các quyết định của hội đồng quản lý quỹ được thông qua khi nào?,2
một tài khoản thu phí có thể được sử dụng để trả phí cho nhiều phương tiện khác hay không?,2
quyền của hiệp hội doanh nghiệp cọc bê tông phía nam là gì?,2
mức hưởng chế độ thai sản trong trường hợp phá thai bệnh lý được quy định như thế nào?,2
kiến thức và kỹ năng chung của chuyên gia đánh giá hệ thống quản lý trong kinh doanh được quy định như thế nào?,2
việc xác định quyền lợi có thể được bảo hiểm trong hợp đồng bảo hiểm hàng hải được quy định thế nào?,2
cơ sở dữ liệu quốc gia về dân cư do cơ quan nào quản lý?,2
việc tổ chức phát ngôn và cung cấp thông tin cho báo chí của bộ giáo dục và đào tạo trong trường hợp đột xuất thông qua hình thức nào?,2
"thành viên hội đồng khen thưởng, kỷ luật của đoàn luật sư việt nam phải có tiêu chuẩn gì?",2
việc điều chỉnh dự án đầu tư thực hiện trước ngày luật đầu tư có hiệu lực thi hành được thực hiện như thế nào?,2
có trường hợp nào được miễn thị thực không?,2
trưởng ban thanh tra nhân dân cơ quan bộ công thương có trách nhiệm như thế nào?,2
hồ sơ đề nghị hưởng trợ cấp thất nghiệp được pháp luật quy định như thế nào?,2
khi ly hôn thì tài sản chung của vợ chồng được chia như thế nào?,2
trả lương được quy định như thế nào?,2
cơ sở giáo dục đại học được thu học phí tối đa bao nhiêu tháng trên một năm?,2
"lưu trữ viên chính trong các đơn vị sự nghiệp công lập cần đáp ứng những tiêu chuẩn gì về năng lực chuyên môn, nghiệp vụ?",2
khi nào thanh tra viên lao động thuộc bộ lao động thương binh và xã hội phải nộp lại thẻ?,2
quyền và nghĩa vụ của tổ hợp tác là gì?,2
phẫu thuật lấy thể thủy tinh ngoài bao điều trị đục thể thủy tinh bẩm sinh thực hiện theo các bước như thế nào?,2
nếu kết hôn trái luật hôn nhân thì xử lý việc kết hôn trái pháp luật này như thế nào?,2
tài khoản giao dịch điện tử được sử dụng để làm gì?,2
thời hạn định kỳ chuyển đổi vị trí công tác là bao lâu?,2
kiện toàn thành viên ban thanh tra nhân dân ở doanh nghiệp nhà nước trong trường hợp nào?,2
lãnh sự danh dự được hiểu như thế nào?,2
hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia có chức năng gì?,2
phó chủ tịch hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở phải có ít nhất bao nhiêu năm kinh nghiệm?,2
ban thanh tra nhân dân cơ quan bộ công thương làm việc dựa trên những nguyên tắc nào?,2
"trong công tác phòng cháy, chữa cháy và cứu nạn, cứu hộ những việc nào cơ quan, tổ chức, cá nhân được tham gia ý kiến?",2
thông tư 24/2023/tt-bca về biển số định danh được chính thức áp dụng từ ngày nào?,2
nhiệm vụ của hội luật gia việt nam là gì?,2
cấp giấy phép nhập khẩu vàng nguyên liệu đối với doanh nghiệp có vốn đầu tư nước ngoài để sản xuất vàng mỹ nghệ phải đáp ứng điều kiện gì?,2
rượu bia là gì?,2
việc cấp thị thực cho người nước ngoài có nhu cầu đi du lịch ra khu vực khác của việt nam được giải quyết ra sao?,2
"giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất theo quy định của pháp luật",2
bộ phận thường trực đội ứng cứu sự cố an toàn thông tin mạng bộ tư pháp được đặt tại đâu?,2
"hội đồng quản lý quỹ có quyền quyết định mức lương, thưởng đối với những chức danh nào?",2
phiếu chẩn đoán nguyên nhân tử vong được quy định như thế nào?,2
người học ngành công nghệ hóa nhuộm trình độ cao đẳng phải có khả năng học tập nâng cao trình độ như thế nào?,2
khi nào chính thức áp dụng quy định mới về bồi thường cho hành khách bị delay chuyến bay?,2
để áp dụng thuế chống trợ cấp cần đáp ứng những điều kiện gì?,2
quỹ ngôi nhà cộng đồng có những nghĩa vụ nào?,2
"giá dịch vụ sự nghiệp công trong lĩnh vực quản lý, bảo trì đường thủy nội địa có thể phát sinh các chi phí khác nào?",2
"quy định của pháp luật về việc bồi thường thiệt hại về nhà, công trình xây dựng trên đất khi nhà nước thu hồi đất?",2
những đối tượng nào phải nộp thuế thu nhập cá nhân?,2
hồ sơ đề nghị điều chỉnh khu vực dự trữ khoáng sản quốc gia cần chuẩn bị những giấy tờ gì?,2
thời gian cấp biển số định danh là bao lâu?,2
vụ hợp tác quốc tế thuộc bộ y tế thực hiện những chức năng gì?,2
"trình tự, thủ tục cấp lại chứng chỉ thẩm tra viên an toàn giao thông đường bộ thực hiện như thế nào?",2
khi chấm dứt hợp đồng lao động hai bên có trách nhiệm gì?,2
cơ cấu thành phần hội đồng thẩm định chương trình đào tạo của trường cao đẳng nghề bao gồm những ai?,2
tài sản chung của vợ chồng được quy định như thế nào?,2
thi tốt nghiệp thpt 2023 gồm những môn nào?,2
không đóng tiền điện trong bao lâu thì bị cắt điện?,2
khi bảo trì công trình đường bộ phải kiểm tra công trình đường bộ thông qua những nội dung nào?,2
hàng hóa có xuất xứ là gì?,2
"hồ sơ xét tặng danh hiệu “bà mẹ việt nam anh hùng"" gồm những gì?",2
thông tin nhận dạng và truy theo tầm xa của tàu thuyền có những loại nào?,2
thủ tục khám sức khỏe theo thông tư 14 thực hiện như thế nào?,2
mức hưởng khi tham gia bảo hiểm y tế được quy định như thế nào?,2
kiểm tra viên chính thuế thực hiện nhiệm vụ thế nào?,2
"phân bổ thuế tncn đối với thu nhập từ tiền lương, tiền công như thế nào?",2
các vật dụng nào được phép mang vào phòng thi tốt nghiệp thpt năm 2022?,2
điều kiện cấp giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm được pháp luật quy định như thế nào?,2
mức phụ cấp ưu đãi đối với nhà giáo được quy định như thế nào?,2
những đối tượng nào phải chịu thuế giá trị gia tăng theo quy định hiện nay?,2
hồ sơ đề nghị cấp giấy chứng nhận đăng ký hoạt động chứng nhận hệ thống quản lý bao gồm những tài liệu nào?,2
cảnh sát giao thông được tạm giữ các loại giấy tờ nào?,2
ai có thẩm quyền bổ nhiệm thôn đội trưởng dân quân tự vệ?,2
công tác lập dự toán kinh phí từ ngân sách nhà nước cấp cho việc thực hiện cuộc vận động được quy định như thế nào?,2
"cán bộ, công chức bộ gtvt phải ứng xử như thế nào ở nơi công cộng?",2
điều kiện hưởng trợ cấp thất nghiệp là gì?,2
điều kiện để ngân hàng cho vay vốn là gì?,2
tập đoàn công nghiệp cao su việt nam có chức năng gì?,2
"ban nội chính trung ương chịu sự lãnh đạo, chỉ đạo trực tiếp của ai?",2
"hồ sơ, thủ tục thay đổi nơi đăng ký khám chữa bệnh ban đầu bảo hiểm y tế như thế nào?",2
mức độ khuyết tật được xác định như thế nào?,2
nhiệm vụ của hội bảo vệ quyền tác phẩm điện ảnh và phim truyền hình việt nam là gì?,2
chương trình giáo dục phổ thông 2018 sẽ áp dụng cho học sinh lớp mấy trong năm học 2023-2024?,2
định dạng của hóa đơn điện tử được quy định như thế nào?,2
thời hiệu xử phạt vi phạm đối với hành vi xét nghiệm hiv không theo các hướng dẫn của bộ y tế là bao lâu?,2
người có công với cách mạng theo quy định hiện nay gồm những ai?,2
khi nào luật trật tự an toàn giao thông đường bộ mới được áp dụng?,2
"vi phạm quy định về quản lý sử dụng vũ khí, vật liệu nổ, công cụ hỗ trợ, pháo và đồ chơi nguy hiểm bị cấm",2
điều kiện hành nghề của bác sỹ gây mê hồi sức là gì?,2
việc lưu trữ hóa đơn hoàn trả hàng hóa được quy định như thế nào?,2
phạm vi được hưởng của người tham gia bảo hiểm y tế theo quy định pháp luật,2
nhiệm vụ của hội chiến sĩ thành cổ quảng trị năm 1972 là gì?,2
phụ lục hợp đồng có giá trị pháp lý như thế nào?,2
hồ sơ thanh toán hợp đồng xây dựng theo quy định pháp luật,2
trường hợp 01 người giữ nhiều chức vụ thì việc lấy phiếu tín nhiệm được thực hiện như thế nào đối với tất cả các chức vụ đó?,2
quyền và nghĩa vụ của trung tâm tư vấn pháp luật được quy định ra sao?,2
người đã hoàn thành cai nghiện ma túy tự nguyện chịu sự quản lý sau cai nghiện ma túy trong thời hạn bao lâu?,2
hồ sơ đăng ký hộ kinh doanh qua mạng được chấp thuận khi đáp ứng các điều kiện nào?,2
"hồ sơ đề nghị kiểm tra, công nhận đủ trình độ phiên dịch trong khám bệnh, chữa bệnh bao gồm những giấy tờ gì?",2
phát hiện hóa đơn điện tử sai sót thì người bán lập hóa đơn điều chỉnh hay lập hóa đơn mới thay thế?,2
người bào chữa là ai?,2
hồ sơ đăng ký thi để được cấp chứng chỉ vô tuyến điện nghiệp dư ra sao?,2
"điều kiện áp dụng trình tự, thủ tục rút gọn ký kết thỏa thuận quốc tế là gì?",2
hành vi nào bị nghiêm cấm trong việc xử lý dữ liệu cá nhân?,2
sinh viên học giáo dục quốc phòng và an ninh thì có những quyền gì?,2
đối tượng có nhu cầu xuất cảnh qua cổng kiểm soát tự động phải thực hiện thủ tục đăng ký như thế nào?,2
chế độ quản lý đối với người bị tạm giữ được quy định thế nào?,2
"có bao nhiêu mức độ để phân loại chương trình phát thanh, truyền hình thể thao, giải trí theo yêu cầu?",2
thẩm quyền của tòa án nhân dân cấp huyện khi thụ lý đơn ly hôn ra sao?,2
"nguyên tắc dạy thêm, học thêm năm học 2023-2024 như thế nào?",2
luật sư phải xuất trình giấy tờ gì để được cấp giấy chứng nhận về việc tham gia tố tụng dân sự?,2
bí thư đoàn thanh niên cộng sản hồ chí minh cấp xã là ai?,2
"chứng chỉ hành nghề khám bệnh, chữa bệnh là gì?",2
chủ tịch viện hàn lâm khoa học và công nghệ việt nam do ai bổ nhiệm?,2
thẩm định chương trình đào tạo của trường cao đẳng nghề theo quy trình bao gồm mấy bước?,2
